g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,inferred variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P00012,FGFR3,134934,HGNC:3690,ACH; CD333; CEK2; JTK4,FGFR3-related lacrimo-auriculo-dento-digital syndrome (LADD) ,149730,,monoallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0003974; HP:0004209; HP:0003022; HP:0000579; HP:0000974; HP:0007656; HP:0007732; HP:0007892; HP:0007900; HP:0010055; HP:0008743; HP:0002984; HP:0005707; HP:0100258; HP:0006297; HP:0011065; HP:0009462; HP:0009740; HP:0009741; HP:0009944; HP:0000104; HP:0100583; HP:0000006; HP:0000198; HP:0000217; HP:0000316; HP:0000337; HP:0000378; HP:0000410; HP:0000494; HP:0000620; HP:0000629; HP:0000668; HP:0000670; HP:0000680; HP:0001092; HP:0001233; HP:0001245,28483234; 16501574,DD; Eye; Skeletal,,2024-08-22 18:59:21+00:00
G2P00033,SCN2A,182390,HGNC:10588,HBSCI; HBSCII; NAV1.2; SCN2A1; SCN2A2,SCN2A-related nonspecific severe intellectual disability,,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,30062040,DD,,2015-07-22 16:14:11+00:00
G2P00037,COL2A1,120140,HGNC:2200,AOM; SEDC; STL1,COL2A1-related Kniest dysplasia,156550,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,HP:0003273; HP:0000926; HP:0001288; HP:0003417; HP:0003521; HP:0002663; HP:0003015; HP:0003037; HP:0004619; HP:0002098; HP:0000947; HP:0002829; HP:0000541; HP:0000518; HP:0008271; HP:0000405; HP:0002779; HP:0002827; HP:0008839; HP:0000175; HP:0001270; HP:0002812; HP:0005280; HP:0006172; HP:0000545; HP:0200003; HP:0000006; HP:0000023; HP:0000272; HP:0000311; HP:0000403; HP:0000470; HP:0000520; HP:0001537,7874117; 7981752; 7849719; 26626311; 26443184; 8702139; 8863156; 8893763; 9452022,DD; Eye; Skeletal,,2023-05-24 09:07:26+00:00
G2P00044,LRP5,603506,HGNC:6697,BMND1; EVR1; EVR4; HBM; LR3; LRP7; OPPG; OPS; OPTA1; VBCH2,LRP5-related osteopetrosis,601884,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,gain of function,inferred,,HP:0001939; HP:0002644; HP:0000925; HP:0001507; HP:0000935; HP:0004425; HP:0004563; HP:0002315; HP:0008114; HP:0000407; HP:0000405; HP:0000689; HP:0002684; HP:0005789; HP:0006174; HP:0100789; HP:0100861; HP:0100923; HP:0000006,14727154; 11741193; 12579474,DD; Skeletal,,2024-09-11 14:04:28+00:00
G2P00140,TCF4,602272,HGNC:11634,BHLHB19; E2-2; ITF2; SEF2-1B,TCF4-related Pitt-Hopkins syndrome,610954,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001252; HP:0000252; HP:0002883; HP:0001250; HP:0002066; HP:0000954; HP:0000028; HP:0000718; HP:0002019; HP:0002020; HP:0002079; HP:0001270; HP:0002311; HP:0000486; HP:0000687; HP:0000545; HP:0000483; HP:0006887; HP:0010864; HP:0001763; HP:0001217; HP:0000194; HP:0000006; HP:0000054; HP:0000280; HP:0000293; HP:0000322; HP:0000341; HP:0000378; HP:0000431; HP:0000470; HP:0000490; HP:0000582; HP:0001182; HP:0001344; HP:0001786,18728071; 17436255; 17436254; 30848346; 29695756; 29604340; 27132474; 23528641; 22670824; 22045651; 20205897; 20184619; 19938247; 19235238,DD,,2025-01-28 09:32:35+00:00
G2P00144,FGFR2,176943,HGNC:3689,BEK; CD332; CEK3; CFD1; ECT1; JWS; K-SAM; KGFR; TK14; TK25,FGFR2-related Crouzon syndrome,123500,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,HP:0003319; HP:0004440; HP:0004442; HP:0004443; HP:0000248; HP:0000505; HP:0001250; HP:0000509; HP:0000648; HP:0000405; HP:0002007; HP:0001249; HP:0001739; HP:0010535; HP:0000486; HP:0000327; HP:0000413; HP:0000006; HP:0000303; HP:0000316; HP:0000586; HP:0000678,9152842; 7987400; 7581378; 15523492; 7874170; 22038757; 7607643; 7655462; 9677057; 8528214; 17621648; 7558045; 7773284; 8956050; 10574673,DD; Skin; Skeletal,,2025-01-21 21:25:35+00:00
G2P00211,BCOR,300485,HGNC:20893,FLJ20285; KIAA1575,BCOR-related syndromic microphthalmia ,300166,,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0004322; HP:0000252; HP:0004691; HP:0001634; HP:0000599; HP:0002974; HP:0007968; HP:0001631; HP:0000568; HP:0000508; HP:0007733; HP:0007833; HP:0000572; HP:0000581; HP:0000501; HP:0000407; HP:0001153; HP:0000175; HP:0000689; HP:0011324; HP:0000528; HP:0001629; HP:0001643; HP:0000677; HP:0001549; HP:0000684; HP:0030027; HP:0011069; HP:0006335; HP:0000577; HP:0010722; HP:0040080; HP:0011090; HP:0000176; HP:0000193; HP:0000275; HP:0000276; HP:0000343; HP:0000358; HP:0000426; HP:0000455; HP:0000456; HP:0000482; HP:0000574; HP:0001126; HP:0001256; HP:0001423; HP:0001650; HP:0001765,15957158; 15004558; 19367324; 15770227; 28317252; 31048080; 29974297; 23557072; 25337074; 26108280; 26196063; 29058245,DD; Eye,,2017-05-10 16:46:51+00:00
G2P00249,PRRX1,167420,HGNC:9142,PHOX1; PMX1,PRRX1-related agnathia-otocephaly complex,202650,,monoallelic_autosomal,restricted mutation set,limited,altered gene product structure,,dominant negative,inferred,,HP:0000347; HP:0003812; HP:0000478; HP:0002098; HP:0001360; HP:0000405; HP:0008749; HP:0002779; HP:0000175; HP:0005349; HP:0100663; HP:0000006; HP:0000007; HP:0000160; HP:0000171; HP:0000494; HP:0001274; HP:0001696,22211708; 23444262; 21294718; 22674740; 37154149,DD,,2025-01-27 14:49:20+00:00
G2P00326,ARID1B,614556,HGNC:18040,6A3-5; BAF250B; DAN15; ELD/OSA1; KIAA1235; P250R; SMARCF2,ARID1B-related Coffin-Siris Syndrome,135900,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0011844; HP:0002817; HP:0001155; HP:0001252; HP:0001167; HP:0011297; HP:0000153; HP:0000271; HP:0000929; HP:0000366; HP:0000598; HP:0002500; HP:0000159; HP:0000492; HP:0001263,22426309; 22426308; 22405089; 30349098; 24569609; 26395437; 27474217; 27474218; 27511161; 27570168; 27672547; 28323383; 29504208; 29864107; 30933046; 31105273; 31628733; 31733398; 31981384; 32161024; 32339967; 32462407; 32574611; 32618029; 32924124; 33714239; 33936271; 34056762; 34440449; 34730517; 35315036; 35879281; 35964110; 36352633; 36588753; 34775996,DD; Skin; Skeletal,,2024-12-13 11:11:03+00:00
G2P00353,EHMT1,607001,HGNC:24650,BA188C12.1; EHMT1-IT1; EU-HMTASE1; FLJ12879; FLJ40292; GLP; KIAA1876; KMT1D,EHMT1-related Kleefstra syndrome,,MONDO:0012455,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000047; HP:0001252; HP:0003745; HP:0000733; HP:0000377; HP:0000252; HP:0000248; HP:0001762; HP:0012210; HP:0002205; HP:0000722; HP:0000158; HP:0002360; HP:0001250; HP:0000954; HP:0000365; HP:0000028; HP:0000718; HP:0001513; HP:0000750; HP:0001710; HP:0002020; HP:0001249; HP:0002786; HP:0000741; HP:0006335; HP:0010806; HP:0010808; HP:0010864; HP:0000006; HP:0000054; HP:0000232; HP:0000272; HP:0000280; HP:0000303; HP:0000316; HP:0000463; HP:0000582; HP:0000664; HP:0000695; HP:0000717,19264732; 16826528; 28498556; 28361100; 27123477; 23232695; 25349628; 27651234; 28361099; 29416845; 30370152; 34265435,DD,,2019-03-07 17:30:14+00:00
G2P00368,SZT2,615463,HGNC:29040,C1ORF84; FLJ10387; FLJ34502; KIAA0467; KICS1; RP11-506B15.1; SZT2A; SZT2B,SZT2-related infantile encephalopathy with epilepsy and dysmorphic corpus callosum,615476,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,23932106; 27248490; 28556953; 28893434; 29696782; 30315519; 30359774; 30560016; 30564332; 30818181; 31146092; 31397114; 32402703; 32723703; 33681650; 35352205; 35773235; 36531768; 37213690; 37760843; 38134649,DD,,2025-01-16 15:11:45+00:00
G2P00371,DNM1,602377,HGNC:2972,DNM,"DNM1-related microcephaly, developmental and epileptic encephalopathy",620352,,monoallelic_autosomal,,strong,altered gene product structure,splice_region_variant; intron_variant; missense_variant,dominant negative,inferred,,HP:0011844; HP:0000951; HP:0002817; HP:0001155; HP:0001252; HP:0001167; HP:0011297; HP:0000164; HP:0000153; HP:0000271; HP:0000929; HP:0000252; HP:0000504; HP:0000505; HP:0002352; HP:0001250; HP:0007477; HP:0001263; HP:0011344,25262651; 34172529; 36413998; 37039969; 26611353; 28667181; 29397573; 29427836; 30455886; 32909139; 34386584; 37132416; 37248033; 38009673,DD,,2025-01-15 23:02:19+00:00
G2P00374,MED13L,608771,HGNC:22962,KIAA1025; THRAP2; TRAP240L,MED13L-related intellectual disability,616789,,monoallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0000252; HP:0001669; HP:0001263; HP:0000750; HP:0001249,23403903; 29959045; 29511999; 29159987; 28645799; 28371282; 25758992; 25712080; 25137640; 24781760; 29593475; 32646507; 33930262; 34654706; 34713510,DD,,2025-01-16 14:06:36+00:00
G2P00381,ANKRD11,611192,HGNC:21316,ANCO-1; ANCO1; LZ16; T13,ANKRD11-related KBG syndrome,148050,,monoallelic_autosomal,,definitive,decreased gene product level,5_prime_UTR_variant; frameshift_variant; stop_gained,undetermined,inferred,,HP:0002948; HP:0002942; HP:0004322; HP:0002750; HP:0000252; HP:0008438; HP:0001159; HP:0000954; HP:0000028; HP:0001263; HP:0000677; HP:0002162; HP:0001249; HP:0000400; HP:0009466; HP:0001572; HP:0000006; HP:0000294; HP:0000311; HP:0000316; HP:0000325; HP:0000343; HP:0000430; HP:0000463; HP:0000574; HP:0000637; HP:0000891; HP:0000902; HP:0001566,21782149; 30877071; 30088855; 29224748; 28449295; 28250421; 27900361; 27667800; 25838844; 25652421; 25464108; 23494856; 23184435; 36628575; 25424714; 25543316; 26269249; 28566769; 28815928; 31566922; 32820523; 33262785; 33354850; 33476899; 33653342; 33955014; 34247373; 34547584; 35394473; 35598261; 35682590; 35833929; 36584991; 37665295,DD,,2024-01-10 16:24:39+00:00
G2P00410,NF1,613113,HGNC:7765,,NF1-related neurofibromatosis,162200,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000119; HP:0000707; HP:0000924; HP:0003011; HP:0040064; HP:0002664; HP:0000818; HP:0002414; HP:0001324; HP:0001574; HP:0001626; HP:0001507; HP:0002650; HP:0004322; HP:0000822; HP:0000152; HP:0000478; HP:0000256; HP:0004482; HP:0001909; HP:0001250; HP:0002385; HP:0007340; HP:0000957; HP:0001067; HP:0007565; HP:0000508; HP:0000501; HP:0000028; HP:0000750; HP:0001920; HP:0002162; HP:0000238; HP:0002410; HP:0001328; HP:0002521; HP:0002666; HP:0002857; HP:0002858; HP:0002859; HP:0002864; HP:0002897; HP:0002967; HP:0003002; HP:0005272; HP:0000286; HP:0030052; HP:0001480; HP:0006851; HP:0009735; HP:0010302; HP:0009592; HP:0009732; HP:0009734; HP:0009736; HP:0009737; HP:0001642; HP:0100697; HP:0100723; HP:0000006; HP:0000272; HP:0000316; HP:0000358; HP:0000369; HP:0000465; HP:0000470; HP:0000494; HP:0000915; HP:0000917; HP:0000997; HP:0001256; HP:0001548; HP:0001684,12707950; 19845691; 15520408; 15523642; 19449407; 9003501; 7633431; 1568247; 1783401; 1719426; 11258625; 9668168; 10712197; 10677298; 8664912; 1937470; 12438263; 13680360; 1302608; 15948193; 12483293; 8317503; 11704931; 1745350; 9529361; 11389087; 7655472; 30308447; 1377942; 1757093; 2134734; 2516456; 2517530; 2517531; 2517532; 3141830; 3152467; 7485153; 7542886; 7550323; 7607663; 7649559; 7746388,DD; Skin; Cancer; Skeletal,,2023-05-24 09:07:27+00:00
G2P00424,DNMT3A,602769,HGNC:2978,,DNMT3A-related Tatton-Brown Rahman syndrome (overgrowth syndrome with intellectual disability),615879,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001290; HP:0000256; HP:0001382; HP:0001249; HP:0001548,24614070; 29900417; 28475857,DD,,2025-01-15 23:05:11+00:00
G2P00458,KDM6A,300128,HGNC:12637,UTX,KDM6A-related Kabuki syndrome,300867,,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0004322; HP:0000708; HP:0004325; HP:0001156; HP:0000769; HP:0000252; HP:0001680; HP:0008872; HP:0001631; HP:0007655; HP:0000527; HP:0000689; HP:0001007; HP:0001263; HP:0011398; HP:0001998; HP:0002000; HP:0002553; HP:0000218; HP:0002761; HP:0000486; HP:0005338; HP:0000378; HP:0000411; HP:0000437; HP:0000455; HP:0000637; HP:0000668; HP:0001212; HP:0001423,22197486; 23076834; 24527667; 24664873; 30509212; 33674768,DD,,2015-07-22 16:14:33+00:00
G2P00495,CASK,300172,HGNC:1497,CAGH39; FGS4; LIN2; TNRC8,CASK-related intellectual developmental disorder,300749,,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0001290; HP:0002650; HP:0004322; HP:0000347; HP:0004325; HP:0001999; HP:0000252; HP:0001250; HP:0001321; HP:0001257; HP:0007227; HP:0000407; HP:0008897; HP:0008936; HP:0001263; HP:0002198; HP:0000400; HP:0002342; HP:0003196; HP:0000543; HP:0000486; HP:0000286; HP:0000609; HP:0000316; HP:0000343; HP:0000426; HP:0000431; HP:0000455; HP:0001344; HP:0001423,19165920; 21954287; 34085948; 19459880; 20595373; 23623288,DD,,2025-01-28 23:41:13+00:00
G2P00498,DDX3X,300160,HGNC:2745,CAP-RF; DBX; DDX14; DDX3; HLP2,DDX3X-related intellectual disability,,MONDO:0001071,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0100022; HP:0002817; HP:0000153; HP:0000271; HP:0000929; HP:0000598; HP:0000252; HP:0001263; HP:0001249,25533962; 26235985; 30349862; 28371085; 30817323; 30936465; 31274575; 32600431; 32714884; 32896648; 33789733,DD,,2019-11-26 10:48:49+00:00
G2P00526,DCX,300121,HGNC:2714,DBCN; DC; LISX; SCLH; XLIS,DCX-related subcortical band heterotopia,300067,,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0003593; HP:0003829; HP:0000639; HP:0001250; HP:0001339; HP:0001251; HP:0001260; HP:0008897; HP:0008936; HP:0001249; HP:0001270; HP:0001302; HP:0000054; HP:0001274; HP:0001417; HP:0001522,9489699; 11468322; 10441340; 9489700; 12552055; 19619967; 23450485; 23583063,DD,,2015-07-22 16:14:37+00:00
G2P00570,WDR45,300526,HGNC:28912,JM5; NBIA5; WDRX1; WIPI4,WDR45-related neurodegeneration with brain iron accumulation,300894,,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0011844; HP:0100022; HP:0002817; HP:0001155; HP:0001167; HP:0011297; HP:0000153; HP:0000271; HP:0001760; HP:0001250; HP:0001263; HP:0001249; HP:0010864; HP:0100807,23176820; 31466010; 30612247; 30539914; 29981852; 29681108; 29600274; 29171013; 29082105; 28932395; 28551038; 28371320; 28361255; 27957548; 27681470; 27030146; 26790960; 26609730; 26240209; 26022463; 30713886; 23435086; 23647500; 24610255; 24621584; 25044655; 27349079; 27349085; 32307390; 32387008; 33037762; 35005074; 37099669,DD,,2025-01-21 15:53:19+00:00
G2P00590,BCL11A,606557,HGNC:13221,BCL11A-L; BCL11A-S; BCL11A-XL; CTIP1; EVI9; HBFQTL5; SMARCM1; ZNF856,BCL11A-related intellectual disability,617101,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0011451; HP:0011904; HP:0001249; HP:0000487; HP:0000592,25533962; 27453576; 35856171,DD,,2025-01-14 15:53:13+00:00
G2P00591,GNAS,139320,HGNC:4392,GNAS1; GNASXL; GPSA; NESP; NESP55; SCG6; SGVI,GNAS-related pseudohypoparathyroidism,603233,,monoallelic_autosomal,imprinted region,definitive,absent gene product,,loss of function,inferred,,HP:0003456; HP:0002901; HP:0003745; HP:0001156; HP:0001513; HP:0002905; HP:0003165; HP:0010049; HP:0000006; HP:0000852,11029463; 18182455; 15592469; 20444925,DD,,2015-07-22 16:14:42+00:00
G2P00616,CA2,611492,HGNC:1373,CA-II; CAII; CAR2,CA2-related osteopetrosis,259730,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001903; HP:0004322; HP:0003034; HP:0004437; HP:0008341; HP:0007807; HP:0000572; HP:0008153; HP:0000689; HP:0001978; HP:0002135; HP:0001249; HP:0002900; HP:0003148; HP:0000007; HP:0001433,12566520; 1301935; 8127074; 5041390,DD; Skeletal,,2023-05-24 09:07:28+00:00
G2P00653,USP9X,300072,HGNC:12632,DFFRX; FAF; FAF-X; MRX99,USP9X-related intellectual developmental disorder,300919,,monoallelic_X_heterozygous,,strong,absent gene product,,loss of function,inferred,,HP:0002715; HP:0002644; HP:0011844; HP:0001367; HP:0000951; HP:0001155; HP:0001252; HP:0002650; HP:0001167; HP:0011297; HP:0000164; HP:0000153; HP:0000271; HP:0000077; HP:0000929; HP:0001760; HP:0001373; HP:0000366; HP:0000370; HP:0000598; HP:0000324; HP:0010719; HP:0000518; HP:0000365; HP:0000364; HP:0000405; HP:0002827; HP:0001263; HP:0001161,24607389; 26833328; 28377321,DD,,2015-07-22 16:14:45+00:00
G2P00670,POGZ,614787,HGNC:18801,KIAA0461; ZNF280E; ZNF635,POGZ-related intellectual disability,616364,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0011844; HP:0011297; HP:0000153; HP:0000271; HP:0000929; HP:0001760; HP:0000598; HP:0000492; HP:0008050; HP:0001263,25533962; 26942287; 32103003; 31782611; 31136090; 30879264; 28480548; 27148570; 27103995; 31347273; 26763879; 26739615; 25694107; 31196716; 32359026; 33277917; 34133408; 35052493; 35396900; 35821784; 37619992,DD,,2025-01-16 14:09:07+00:00
G2P00681,ZC4H2,300897,HGNC:24931,HCA127; KIAA1166; MCS; MRXS4; WWS,ZC4H2-related arthrogryposis multiplex congenita and intellectual disability,314580,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0003693; HP:0002186; HP:0005745; HP:0001256; HP:0001417,23623388; 1915520; 4039531; 31206972; 36250278; 29803542; 34322088,DD,,2025-01-28 18:12:46+00:00
G2P00684,PDHA1,300502,HGNC:8806,E1ALPHA; PDHA,PDHA1-related pyruvate dehydrogenase E1-alpha deficiency (in females),312170,,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0003348; HP:0001252; HP:0003593; HP:0003812; HP:0001332; HP:0001999; HP:0000252; HP:0004900; HP:0004925; HP:0000496; HP:0001250; HP:0002119; HP:0001266; HP:0002059; HP:0000508; HP:0001263; HP:0001254; HP:0002151; HP:0002007; HP:0002131; HP:0001249; HP:0002490; HP:0002872; HP:0002928; HP:0006799; HP:0000343; HP:0000431; HP:0000454; HP:0000463; HP:0001274; HP:0001423; HP:0001518,1909778; 9686362; 10486093; 8771169; 2378353; 1293379; 8199595; 2537010; 3137520; 12379317; 8032855; 7573035; 1907799; 1909401; 10679936; 14635113; 16412675; 16713755; 17043409; 18023225; 18197404; 18273899; 18398624; 18709504; 19517265; 19639391; 20002461; 20462777; 21470495; 23572181; 26287337; 27896109; 30090160; 31673819; 32472546; 33592356; 33661577; 35132535; 36170095; 36225105; 37160702,DD,,2015-07-22 16:14:47+00:00
G2P00793,EP300,602700,HGNC:3373,KAT3B; P300,EP300-related Rubinstein-Taybi syndrome,613684,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003577; HP:0000347; HP:0000252; HP:0000527; HP:0010055; HP:0000689; HP:0001263; HP:0000750; HP:0000218; HP:0011094; HP:0000006; HP:0000278; HP:0000448; HP:0000670; HP:0011304; HP:0001256,17299436; 15706485; 20014264; 19353645; 17220215; 24352918; 24476420; 25712426; 26279656; 26374735; 27386132; 27581590; 27648933; 27964710; 28027063; 29133209; 29506490; 29906517; 30076641,DD; Skin; Skeletal,,2023-05-24 09:07:29+00:00
G2P00881,ALMS1,606844,HGNC:428,KIAA0328,ALMS1-related Alstrom syndrome,203800,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001155; HP:0002808; HP:0002650; HP:0004322; HP:0000822; HP:0002621; HP:0000164; HP:0000083; HP:0004438; HP:0001596; HP:0001970; HP:0000580; HP:0000639; HP:0002155; HP:0000388; HP:0000523; HP:0000618; HP:0000548; HP:0002910; HP:0000821; HP:0000824; HP:0000831; HP:0000842; HP:0000123; HP:0001956; HP:0001263; HP:0002099; HP:0002149; HP:0002240; HP:0005616; HP:0005987; HP:0006532; HP:0001397; HP:0003233; HP:0001635; HP:0000873; HP:0001763; HP:0000858; HP:0200120; HP:0000007; HP:0000230; HP:0000408; HP:0000613; HP:0000771; HP:0000815; HP:0000956; HP:0001644,17594715; 11941370; 11941369; 9063741; 21877133; 17850632; 22043170; 14984477; 15689433; 16720663; 18654604; 21128906; 22533542; 23652376; 24049434; 24319333; 24503146; 24972238; 25846608; 26010121; 26285675; 26910739; 27665122; 28402684; 28724398; 29193673; 29715191; 29720996; 30488743; 31669637; 31810438; 31889847; 32945434; 32973878; 33565060; 33669459; 33969109; 33981653; 34148947; 35355858; 35786123; 36162988; 36685911; 36927560; 37937857; 38155680,DD; Eye; Skin,,2017-09-01 16:19:15+00:00
G2P00882,GATAD2B,614998,HGNC:30778,P66BETA,GATAD2B-related nonspecific severe intellectual disability,615074,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0011844; HP:0000951; HP:0002817; HP:0001155; HP:0011297; HP:0000153; HP:0000271; HP:0000929; HP:0000366; HP:0000290; HP:0000256; HP:0000159; HP:0000496; HP:0000492; HP:0008050; HP:0000177; HP:0001263; HP:0011344; HP:0000486; HP:0000316,23644463; 31949314; 28077840; 30346093; 30482549; 31205050; 32688057; 34470925,DD,,2025-01-16 17:48:34+00:00
G2P00935,CEP290,610142,HGNC:29021,3H11AG; BBS14; CT87; FLJ13615; JBTS5; KIAA0373; LCA10; MKS4; NPHP6; POC3; RD16; SLSN6,CEP290-related Joubert syndrome,610188,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000707; HP:0001252; HP:0000822; HP:0003774; HP:0000077; HP:0001156; HP:0004409; HP:0002084; HP:0000256; HP:0001159; HP:0004719; HP:0004727; HP:0000803; HP:0000107; HP:0000819; HP:0001080; HP:0000137; HP:0000512; HP:0000505; HP:0000556; HP:0000639; HP:0002167; HP:0001631; HP:0001250; HP:0000510; HP:0006817; HP:0001251; HP:0002436; HP:0000518; HP:0007707; HP:0007875; HP:0000501; HP:0000365; HP:0008734; HP:0001511; HP:0001513; HP:0001007; HP:0001263; HP:0000750; HP:0001629; HP:0002099; HP:0002079; HP:0002141; HP:0001249; HP:0002251; HP:0002335; HP:0000238; HP:0002370; HP:0002404; HP:0002419; HP:0001328; HP:0001395; HP:0000218; HP:0002790; HP:0002871; HP:0002876; HP:0000486; HP:0001712; HP:0001162; HP:0100259; HP:0001829; HP:0000545; HP:0000483; HP:0006563; HP:0009466; HP:0000480; HP:0009806; HP:0000547; HP:0000007; HP:0000135; HP:0000054; HP:0000090; HP:0000148; HP:0000657; HP:0000668; HP:0000678; HP:0000800; HP:0001305; HP:0001408; HP:0001773,17554762; 16909394; 17564967; 16682970; 16682973; 17564974; 17705300; 22355252; 20690115; 18327255; 17617513; 19764032; 24175892; 24850569; 29217415; 31464256; 31840411; 31970223; 32208788; 32600475,DD; Eye,,2025-01-27 10:05:16+00:00
G2P00974,MEF2C,600662,HGNC:6996,,MEF2C-related intellectual developmental disorder-stereotypic movements-epilepsy and/or cerebral malformations,613443,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002500; HP:0001250; HP:0002119; HP:0002197; HP:0002540; HP:0011398; HP:0001270; HP:0002714; HP:0003196; HP:0000486; HP:0005280; HP:0010864; HP:0000316; HP:0000322; HP:0000331; HP:0000337; HP:0000369; HP:0000463; HP:0000582; HP:0000817,20513142; 19592390; 23001426; 34022131; 35719119,DD,,2015-07-22 16:15:03+00:00
G2P01013,FBN1,134797,HGNC:3603,FBN; MASS; MFS1; OCTD; SGS; WMS,FBN1-related Marfan syndrome,154700,,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,HP:0001371; HP:0003302; HP:0008440; HP:0001252; HP:0002650; HP:0002751; HP:0000098; HP:0003717; HP:0003745; HP:0000347; HP:0003016; HP:0001363; HP:0000377; HP:0000252; HP:0001762; HP:0001634; HP:0004872; HP:0002107; HP:0004927; HP:0002647; HP:0003083; HP:0001382; HP:0009473; HP:0009023; HP:0000268; HP:0008872; HP:0007099; HP:0000974; HP:0000541; HP:0000518; HP:0007676; HP:0000508; HP:0007800; HP:0000501; HP:0001083; HP:0008132; HP:0000405; HP:0000028; HP:0000689; HP:0001263; HP:0000766; HP:0002007; HP:0002020; HP:0002097; HP:0001249; HP:0000238; HP:0002616; HP:0002631; HP:0000218; HP:0002816; HP:0002857; HP:0002870; HP:0002970; HP:0003088; HP:0003179; HP:0003199; HP:0000486; HP:0005136; HP:0000327; HP:0005815; HP:0000545; HP:0001635; HP:0001763; HP:0100775; HP:0000006; HP:0000023; HP:0000260; HP:0000272; HP:0000275; HP:0000276; HP:0000278; HP:0000316; HP:0000368; HP:0000463; HP:0000490; HP:0000494; HP:0000586; HP:0000678; HP:0000767; HP:0000768; HP:0000883; HP:0000895; HP:0000938; HP:0001002; HP:0001065; HP:0001166; HP:0001388; HP:0001519; HP:0001537; HP:0001548; HP:0001653; HP:0001659; HP:0001704; HP:0001724; HP:0001761; HP:0001765; HP:0001840,8428751; 1631074; 8504310; 7611299; 21594993; 7762551; 18412115; 15032979; 15287423; 1301946; 8040326; 8430317; 8101042; 9101298; 8406497; 11175294; 10766875; 17492313; 21594992; 17366579; 11702223; 9837823; 1569206; 8136837; 9241263; 7633409; 20082464; 10441597; 7911051; 20979188; 8281141; 1852208; 16333834; 23103230; 23023332; 8071963; 17568394; 7622614; 7870075; 7915876; 7945217; 8004112; 8863159; 8882780; 9452085; 10090884; 10189089; 10364683; 10425041; 10441700; 10694921; 10721679; 10756346; 11139245; 11391655; 11453977; 11524736; 11700157; 11710961; 12161601; 12203992; 12402346; 12413333; 12446365; 12890380; 12915484; 14586646; 14695540; 15054843; 15161620; 15241795; 16220557; 16222657; 16617303; 16930007; 17189636; 17657824; 17663468; 17679947; 17701892; 37684520; 35058154,DD; Eye; Skin; Skeletal,,2023-05-24 09:07:30+00:00
